order_id,order_item_id,sku,qty,unit_price,discount_amount,tax_amount
100205,3,SKU_0112,1,381.89,0.0,71.17
100206,1,SKU_0442,3,3357.08,0.0,1802.65
100206,2,SKU_0217,2,596.1,0.0,216.72
100206,3,SKU_0367,2,2630.36,0.0,1107.32
100207,1,SKU_0354,3,3420.81,0.0,2035.42
100208,1,SKU_0463,3,1922.58,250.15,1057.27
100208,2,SKU_0466,2,5024.44,0.0,1662.24
100208,3,SKU_0422,1,1466.33,0.0,315.19
100209,1,SKU_0451,3,1261.61,0.0,792.51
100209,2,SKU_0482,2,2195.32,0.0,891.49
100209,3,SKU_0449,1,4918.75,0.0,890.84
100210,1,SKU_0233,3,2836.87,0.0,1683.48
100210,2,SKU_0406,3,1742.67,0.0,934.89
100210,3,SKU_0043,1,469.04,0.0,98.88
100211,1,SKU_0406,2,2100.48,0.0,737.86
100211,2,SKU_0352,3,1568.4,0.0,776.66
100211,3,SKU_0189,1,2200.55,0.0,354.83
100211,4,SKU_0012,3,521.08,0.0,341.49
100212,1,SKU_0135,3,3843.44,29.65,2260.21
100212,2,SKU_0077,1,4774.67,0.0,767.99
100213,1,SKU_0396,2,433.89,0.0,176.0
100213,2,SKU_0098,2,1151.86,0.0,428.21
100213,3,SKU_0106,3,71.67,0.0,39.8
100213,4,SKU_0210,1,3364.96,0.0,663.1
100214,1,SKU_0190,3,3502.53,0.0,1976.82
100214,2,SKU_0447,2,984.4,0.0,399.27
100215,1,SKU_0377,3,2646.03,0.0,1294.91
100215,2,SKU_0477,1,3414.95,0.0,547.49
100215,3,SKU_0259,3,3463.64,0.0,1744.99
100215,4,SKU_0457,3,822.57,0.0,469.42
100216,1,SKU_0450,2,2898.74,138.66,976.92
100216,2,SKU_0060,2,468.61,0.0,192.01
100216,3,SKU_0475,2,2168.36,0.0,828.39
100217,1,SKU_0458,1,75.53,0.0,14.6
100217,2,SKU_0473,3,447.35,0.0,226.7
100217,3,SKU_0118,1,1974.79,77.82,367.68
100217,4,SKU_0459,2,2772.36,148.9,1039.44
100218,1,SKU_0434,3,2029.59,0.0,1048.63
100219,1,SKU_0093,1,691.68,0.0,134.89
100219,2,SKU_0498,1,1229.12,105.66,264.54
100219,3,SKU_0127,2,4073.66,0.0,1442.54
100220,1,SKU_0202,2,4183.87,0.0,1416.04
100221,1,SKU_0236,3,2463.87,0.0,1446.19
100222,1,SKU_0169,1,5078.82,0.0,1101.32
100223,1,SKU_0109,1,902.06,0.0,184.59
100223,2,SKU_0281,3,4451.59,0.0,2329.14
100224,1,SKU_0046,1,5143.81,126.56,910.95
100224,2,SKU_0386,3,3650.9,164.2,2236.03
100224,3,SKU_0472,2,2541.71,0.0,1016.33
100224,4,SKU_0427,2,2092.24,154.17,789.14
100225,1,SKU_0047,2,4661.06,429.58,1844.3
100225,2,SKU_0048,1,771.6,0.0,153.44
100225,3,SKU_0366,1,4364.72,0.0,774.49
100225,4,SKU_0224,1,4343.16,0.0,951.37
100226,1,SKU_0431,1,1731.08,0.0,334.2
100226,2,SKU_0470,1,3988.06,305.97,660.7
100226,3,SKU_0339,3,877.37,0.0,513.61
100227,1,SKU_0059,3,2286.91,0.0,1444.7
100228,1,SKU_0043,2,685.51,31.31,281.66
100229,1,SKU_0320,2,4303.4,0.0,1486.09
100229,2,SKU_0041,3,4070.44,0.0,2271.65
100229,3,SKU_0010,1,3146.33,7.27,590.28
100229,4,SKU_0208,3,692.1,62.88,369.93
100230,1,SKU_0354,3,4930.16,0.0,2444.25
100230,2,SKU_0070,1,1434.72,0.0,303.5
100230,3,SKU_0108,2,1392.15,136.03,586.17
100231,1,SKU_0045,2,5273.34,118.05,1701.27
100231,2,SKU_0086,1,1058.69,71.26,199.34
100232,1,SKU_0300,1,94.23,8.48,15.36
100232,2,SKU_0005,1,521.6,56.08,110.01
100232,3,SKU_0378,3,3256.95,0.0,1585.04
100232,4,SKU_0205,2,3360.19,365.5,1168.77
100233,1,SKU_0271,1,1962.7,0.0,345.57
100234,1,SKU_0456,2,2016.26,0.0,753.68
100234,2,SKU_0224,1,2939.1,320.43,530.89
100234,3,SKU_0119,3,634.16,0.0,409.61
100234,4,SKU_0437,3,4355.2,0.0,2657.28
100235,1,SKU_0492,2,5329.75,0.0,2214.6
100235,2,SKU_0410,1,1559.92,0.0,312.02
100235,3,SKU_0067,1,563.77,0.0,117.04
100235,4,SKU_0483,2,2914.62,0.0,1282.17
100236,1,SKU_0452,2,2155.92,0.0,898.63
100236,2,SKU_0173,2,1724.3,0.0,652.41
100236,3,SKU_0175,2,3419.37,0.0,1461.98
100237,1,SKU_0362,1,4362.47,287.06,949.97
100238,1,SKU_0500,1,2019.44,0.0,422.9
100239,1,SKU_0260,1,3562.76,0.0,764.78
100240,1,SKU_0373,2,3102.76,354.87,1265.64
100240,2,SKU_0051,1,617.97,0.0,103.44
100241,1,SKU_0225,2,1860.28,2.83,671.48
100241,2,SKU_0259,1,2888.54,162.0,524.67
100242,1,SKU_0078,3,273.63,10.14,151.7
100242,2,SKU_0210,2,5538.91,0.0,2399.73
100243,1,SKU_0075,1,787.65,0.0,130.03
100243,2,SKU_0162,2,4294.42,0.0,1576.88
100243,3,SKU_0019,3,5721.35,0.0,3753.16
100243,4,SKU_0366,3,4262.0,621.85,2354.16
100244,1,SKU_0370,3,425.85,0.0,273.41
100244,2,SKU_0313,1,4550.33,0.0,970.38
100244,3,SKU_0320,3,5071.25,530.86,3142.0
100245,1,SKU_0044,1,2224.11,0.0,425.31
100245,2,SKU_0277,2,2197.03,0.0,840.5
100245,3,SKU_0388,3,1756.0,0.0,919.16
100246,1,SKU_0372,2,2237.17,0.0,941.83
100246,2,SKU_0133,3,1597.44,0.0,895.8
100246,3,SKU_0294,3,1838.21,0.0,1148.83
100247,1,SKU_0180,2,309.9,0.0,125.73
100247,2,SKU_0267,3,2852.37,0.0,1791.61
100248,1,SKU_0233,1,3073.79,196.85,506.92
100248,2,SKU_0032,2,866.44,62.42,285.38
100248,3,SKU_0347,3,3125.12,262.47,1990.58
100249,1,SKU_0326,2,503.75,52.37,205.43
100249,2,SKU_0214,1,1365.71,26.92,229.12
100249,3,SKU_0361,3,561.47,0.0,315.53
100249,4,SKU_0017,3,2263.56,0.0,1331.63
100250,1,SKU_0057,1,4267.89,0.0,713.01
100250,2,SKU_0157,2,436.26,0.0,147.04
100250,3,SKU_0302,2,3431.82,0.0,1186.96
100250,4,SKU_0420,3,3416.98,0.0,1681.71
100251,1,SKU_0214,2,1744.84,0.0,721.95
100252,1,SKU_0428,3,4543.6,0.0,2593.75
100252,2,SKU_0236,2,2473.06,0.0,817.88
100252,3,SKU_0320,3,5000.95,291.09,2705.61
100252,4,SKU_0024,3,4189.84,0.0,2664.2
100253,1,SKU_0293,3,2565.97,0.0,1529.07
100254,1,SKU_0099,3,2245.98,0.0,1381.5
100255,1,SKU_0062,3,1388.94,0.0,735.43
100256,1,SKU_0126,3,193.32,0.0,120.87
100256,2,SKU_0311,2,3704.24,0.0,1336.47
100257,1,SKU_0213,1,4509.49,0.0,746.15
100257,2,SKU_0051,3,473.39,0.0,292.69
100258,1,SKU_0158,2,1207.64,0.0,412.74
100258,2,SKU_0366,1,3179.95,0.0,587.56
100259,1,SKU_0133,2,1960.95,0.0,675.17
100259,2,SKU_0386,3,4665.49,345.51,3036.69
100259,3,SKU_0138,1,503.98,0.0,95.28
100260,1,SKU_0325,1,4194.92,0.0,733.18
100260,2,SKU_0285,3,3487.8,160.06,1954.13
100260,3,SKU_0434,3,1701.5,0.0,931.05
100260,4,SKU_0087,1,2825.84,180.19,459.22
100261,1,SKU_0493,3,1922.52,0.0,943.63
100261,2,SKU_0472,2,1846.16,70.23,812.14
100261,3,SKU_0432,3,3505.37,0.0,1711.28
100261,4,SKU_0379,3,269.4,12.85,163.18
100262,1,SKU_0372,3,2248.3,0.0,1326.23
100262,2,SKU_0491,2,2230.48,0.0,975.96
100263,1,SKU_0140,1,3145.73,0.0,590.1
100263,2,SKU_0307,2,703.35,0.0,276.45
100263,3,SKU_0003,1,3523.25,218.94,724.9
100263,4,SKU_0276,1,3842.75,0.0,739.03
100264,1,SKU_0345,1,729.23,0.0,133.6
100264,2,SKU_0430,3,2004.47,0.0,1299.95
100264,3,SKU_0228,1,3573.49,0.0,717.68
100264,4,SKU_0364,2,2130.81,0.0,888.57
100265,1,SKU_0120,2,1865.29,11.26,799.35
100265,2,SKU_0362,3,3017.06,89.54,1508.44
100266,1,SKU_0292,3,4101.78,0.0,2017.11
100266,2,SKU_0066,3,2462.34,0.0,1572.4
100266,3,SKU_0374,2,466.66,0.0,187.45
100267,1,SKU_0002,2,1178.55,0.0,497.89
100267,2,SKU_0166,2,2636.56,0.0,1058.9
100267,3,SKU_0239,2,1225.14,0.0,398.95
100267,4,SKU_0471,2,2136.98,102.05,733.74
100268,1,SKU_0451,3,1541.96,0.0,1011.61
100269,1,SKU_0491,1,2262.77,0.0,404.24
100269,2,SKU_0321,3,1872.31,0.0,1098.4
100269,3,SKU_0321,2,2802.74,104.66,977.04
100269,4,SKU_0175,1,3501.74,0.0,758.52
100270,1,SKU_0392,1,4904.0,0.0,1071.38
100270,2,SKU_0470,1,3704.56,0.0,766.69
100270,3,SKU_0032,2,550.79,50.85,180.6
100270,4,SKU_0347,1,3396.42,150.95,625.28
100271,1,SKU_0120,3,1723.6,161.71,946.44
100271,2,SKU_0408,2,1307.17,0.0,520.4
100271,3,SKU_0346,1,4578.53,0.0,762.24
100271,4,SKU_0007,3,3797.92,0.0,2441.25
100272,1,SKU_0327,3,2596.34,164.54,1333.13
100272,2,SKU_0071,1,3159.04,148.37,602.71
100273,1,SKU_0160,3,3514.45,0.0,1983.96
100273,2,SKU_0309,2,1198.47,0.0,391.75
100273,3,SKU_0260,3,5135.27,0.0,3367.57
100274,1,SKU_0403,1,111.56,11.51,21.86
100274,2,SKU_0170,3,4672.13,0.0,2594.74
100275,1,SKU_0054,2,5566.24,760.33,1927.75
100275,2,SKU_0002,3,937.21,0.0,490.18
100276,1,SKU_0414,3,3997.02,0.0,2179.6
100276,2,SKU_0038,2,2146.61,0.0,800.36
100276,3,SKU_0324,3,3068.34,0.0,1582.78
100277,1,SKU_0090,1,947.62,0.0,199.81
100277,2,SKU_0126,1,137.81,0.0,29.58
100277,3,SKU_0011,3,629.98,0.0,340.76
100278,1,SKU_0157,2,420.1,0.0,181.88
100278,2,SKU_0410,3,1760.38,0.0,882.53
100279,1,SKU_0407,1,2378.49,0.0,425.93
100279,2,SKU_0220,3,2548.04,0.0,1614.94
100280,1,SKU_0405,1,529.15,0.0,112.38
100280,2,SKU_0436,3,1373.67,0.0,839.19
100280,3,SKU_0402,2,135.36,0.0,51.58
100281,1,SKU_0256,3,746.69,0.0,429.04
100281,2,SKU_0248,3,3285.25,233.99,1954.26
100281,3,SKU_0405,3,627.79,0.0,352.43
100282,1,SKU_0203,1,1049.87,0.0,226.91
100282,2,SKU_0192,2,178.94,0.0,63.6
100283,1,SKU_0118,3,1982.05,0.0,1103.4
100283,2,SKU_0240,2,585.42,0.0,206.51
100283,3,SKU_0013,1,3909.08,0.0,709.68
100284,1,SKU_0151,3,1970.24,0.0,1274.33
100285,1,SKU_0061,1,1516.9,0.0,260.6
100286,1,SKU_0129,2,2084.69,0.0,714.79
100286,2,SKU_0310,1,5605.71,0.0,899.78
100286,3,SKU_0154,2,2867.12,337.02,1242.89
100287,1,SKU_0242,3,954.54,0.0,606.88
100288,1,SKU_0117,3,5080.56,362.09,3099.41
100288,2,SKU_0237,2,2363.15,0.0,877.8
100289,1,SKU_0108,2,1257.16,0.0,423.25
100289,2,SKU_0448,1,3321.89,367.9,693.03
100289,3,SKU_0428,2,3539.02,223.09,1456.45
100289,4,SKU_0354,3,3545.91,0.0,2290.61
100290,1,SKU_0488,2,410.6,49.42,179.69
100290,2,SKU_0105,2,2252.5,131.18,750.16
100291,1,SKU_0328,2,3185.26,0.0,1031.54
100291,2,SKU_0353,3,4303.72,0.0,2771.78
100291,3,SKU_0198,2,3358.57,0.0,1257.98
100291,4,SKU_0189,3,1731.31,85.53,952.91
100292,1,SKU_0067,3,640.94,71.7,417.84
100293,1,SKU_0067,1,602.64,74.12,102.16
100293,2,SKU_0295,2,3126.1,236.12,1103.68
100294,1,SKU_0074,2,730.79,0.0,279.97
100295,1,SKU_0236,2,2364.09,0.0,939.86
100295,2,SKU_0471,2,1931.7,0.0,708.8
100295,3,SKU_0422,1,1567.94,43.06,293.94
100295,4,SKU_0467,3,2286.75,195.47,1385.21
100296,1,SKU_0123,1,4076.06,0.0,815.21
100297,1,SKU_0358,3,3353.23,110.06,1857.79
100298,1,SKU_0189,1,2644.6,0.0,488.21
100299,1,SKU_0130,1,1096.99,0.0,217.57
100299,2,SKU_0346,3,4597.86,237.67,2915.22
100300,1,SKU_0020,1,1594.17,0.0,286.36
100300,2,SKU_0384,2,4177.38,0.0,1694.47
100300,3,SKU_0225,1,1604.35,0.0,273.12
100300,4,SKU_0010,3,2630.25,116.76,1342.27
100301,1,SKU_0347,2,2693.02,0.0,1092.64
100302,1,SKU_0227,3,2894.98,0.0,1593.14
100302,2,SKU_0158,2,843.83,1.59,347.7
100303,1,SKU_0192,1,146.78,0.0,32.2
100303,2,SKU_0173,1,2368.92,0.0,492.3
100304,1,SKU_0371,1,981.26,0.0,176.0
100304,2,SKU_0321,1,2532.74,355.03,547.92
100305,1,SKU_0119,1,589.6,0.0,108.56
100306,1,SKU_0007,2,2898.39,0.0,1153.54
100306,2,SKU_0189,1,1800.36,0.0,370.97
100306,3,SKU_0256,1,846.12,0.0,148.17
100307,1,SKU_0308,2,4458.19,0.0,1604.26
100308,1,SKU_0436,3,1091.65,55.54,599.13
100308,2,SKU_0328,3,3482.16,0.0,1817.23
100308,3,SKU_0316,1,3988.13,0.0,786.4
100309,1,SKU_0071,2,4106.94,125.25,1414.95
100310,1,SKU_0122,3,1798.98,0.0,906.99
100311,1,SKU_0330,1,4195.47,0.0,860.21
100311,2,SKU_0118,3,2381.08,0.0,1531.5
100311,3,SKU_0341,1,5028.67,0.0,988.05
100312,1,SKU_0267,2,2741.43,0.0,1163.42
100312,2,SKU_0036,1,1809.98,0.0,303.23
100312,3,SKU_0089,3,2866.44,0.0,1497.82
100312,4,SKU_0041,2,3630.97,0.0,1268.63
100313,1,SKU_0311,1,3501.34,0.0,617.33
100313,2,SKU_0401,2,2458.48,358.68,898.15
100314,1,SKU_0226,2,905.12,0.0,378.66
100314,2,SKU_0407,2,2121.66,0.0,872.14
100314,3,SKU_0472,2,2201.29,0.0,772.38
100314,4,SKU_0238,2,1563.9,88.63,513.95
100315,1,SKU_0367,2,1889.52,0.0,607.56
100315,2,SKU_0257,3,501.21,37.46,325.41
100316,1,SKU_0197,2,1218.84,0.0,449.82
100316,2,SKU_0020,1,1723.8,0.0,354.72
100316,3,SKU_0491,2,2120.45,0.0,808.22
100317,1,SKU_0326,3,371.67,4.16,240.39
100317,2,SKU_0377,1,2623.86,0.0,519.15
100317,3,SKU_0347,1,3636.02,0.0,713.85
100317,4,SKU_0484,3,3348.52,0.0,1614.73
100318,1,SKU_0330,3,5060.42,0.0,2901.32
100319,1,SKU_0449,2,3462.46,0.0,1316.0
100319,2,SKU_0273,3,461.31,40.97,283.91
100320,1,SKU_0056,3,855.5,0.0,452.07
100321,1,SKU_0477,3,3281.77,0.0,2057.51
100321,2,SKU_0001,1,127.73,13.64,25.45
100322,1,SKU_0088,1,3329.67,0.0,629.93
100322,2,SKU_0258,1,2602.45,0.0,447.77
100322,3,SKU_0384,1,4896.42,141.74,912.91
100322,4,SKU_0468,3,1119.14,0.0,596.24
100323,1,SKU_0064,2,866.3,0.0,326.9
100323,2,SKU_0345,1,586.34,0.0,117.22
100323,3,SKU_0405,1,458.45,0.0,83.69
100323,4,SKU_0267,2,4037.37,0.0,1584.77
100324,1,SKU_0190,3,3848.51,0.0,2499.14
100324,2,SKU_0341,2,4062.39,0.0,1725.58
100324,3,SKU_0413,1,2508.99,327.76,510.61
100325,1,SKU_0014,3,3080.27,0.0,1682.81
100325,2,SKU_0317,3,2965.19,211.88,1775.68
100326,1,SKU_0327,2,2220.66,0.0,968.99
100327,1,SKU_0348,2,846.28,0.0,306.18
100327,2,SKU_0481,2,1106.16,0.0,451.44
100327,3,SKU_0151,3,1642.99,0.0,826.45
100328,1,SKU_0155,3,3967.45,587.52,2024.39
100329,1,SKU_0489,1,222.25,0.0,38.38
100329,2,SKU_0386,3,4933.01,0.0,2510.12
100329,3,SKU_0476,2,2963.81,0.0,1204.2
100329,4,SKU_0341,2,5371.42,0.0,2313.62
100330,1,SKU_0047,3,3652.97,0.0,2176.87
100330,2,SKU_0194,3,4651.22,506.11,2909.43
100330,3,SKU_0115,2,2818.49,0.0,1016.99
100330,4,SKU_0304,1,2754.68,0.0,461.81
100331,1,SKU_0489,2,233.43,0.0,91.23
100331,2,SKU_0098,2,1624.0,0.0,675.1
100331,3,SKU_0479,1,985.31,0.0,163.95
100332,1,SKU_0276,2,3014.61,0.0,1267.54
100333,1,SKU_0349,2,447.15,0.0,175.22
100333,2,SKU_0159,3,204.27,4.66,121.25
100333,3,SKU_0111,2,2158.15,0.0,944.7
100333,4,SKU_0171,1,2408.76,0.0,486.63
100334,1,SKU_0473,1,495.7,0.0,108.59
100335,1,SKU_0012,3,456.22,29.49,300.31
100335,2,SKU_0388,2,2016.06,0.0,713.45
100336,1,SKU_0359,3,1416.38,0.0,896.52
100336,2,SKU_0364,2,2486.98,0.0,927.71
100337,1,SKU_0150,1,2738.79,0.0,559.04
100337,2,SKU_0005,2,546.15,0.0,199.45
100337,3,SKU_0219,3,4127.22,0.0,2245.23
100337,4,SKU_0243,1,1663.44,0.0,325.37
100338,1,SKU_0322,3,2287.77,0.0,1261.47
100338,2,SKU_0155,3,3304.94,86.34,2047.92
100339,1,SKU_0399,2,1610.92,0.0,637.73
100340,1,SKU_0189,1,1864.99,24.03,370.17
100340,2,SKU_0466,3,3507.78,309.19,1856.56
100340,3,SKU_0382,1,2165.6,59.65,476.43
100340,4,SKU_0360,2,2478.67,0.0,812.06
100341,1,SKU_0208,3,415.34,35.09,204.14
100341,2,SKU_0429,3,2862.91,0.0,1762.5
100342,1,SKU_0495,3,915.32,0.0,440.23
100342,2,SKU_0229,2,2133.15,0.0,849.67
100343,1,SKU_0288,2,1894.07,0.0,721.14
100344,1,SKU_0495,3,626.1,0.0,328.52
100344,2,SKU_0024,3,4216.51,186.27,2130.07
100344,3,SKU_0252,3,824.44,0.0,485.69
100345,1,SKU_0353,1,4700.24,0.0,805.08
100345,2,SKU_0154,1,3041.44,0.0,594.62
100346,1,SKU_0066,3,3398.94,0.0,1790.97
100346,2,SKU_0333,1,1978.41,0.0,396.85
100346,3,SKU_0482,3,1810.66,0.0,1193.52
100347,1,SKU_0366,2,3677.38,0.0,1361.96
100347,2,SKU_0079,2,5797.54,0.0,2525.88
100348,1,SKU_0040,2,986.81,17.17,323.59
100348,2,SKU_0328,1,3760.31,0.0,634.66
100349,1,SKU_0141,1,1465.53,0.0,267.78
100349,2,SKU_0054,1,3853.47,0.0,752.7
100350,1,SKU_0049,3,4170.97,0.0,2416.15
100350,2,SKU_0312,1,4817.64,124.22,823.05
100350,3,SKU_0413,3,3715.53,439.8,2102.38
100350,4,SKU_0066,2,2368.97,0.0,945.0
100351,1,SKU_0194,3,4634.84,0.0,2814.97
100351,2,SKU_0128,3,1376.65,0.0,769.56
100352,1,SKU_0409,2,3471.43,144.35,1327.72
100352,2,SKU_0368,1,3225.4,0.0,594.73
100352,3,SKU_0161,1,2137.92,0.0,463.27
100353,1,SKU_0295,1,2335.08,100.84,486.87
100353,2,SKU_0006,2,3146.69,0.0,1188.06
100354,1,SKU_0208,1,589.85,0.0,119.65
100355,1,SKU_0126,3,177.97,0.0,104.88
100355,2,SKU_0494,1,1702.73,0.0,290.3
100355,3,SKU_0188,1,2360.28,337.27,447.82
100356,1,SKU_0192,1,159.44,0.0,28.29
100356,2,SKU_0248,2,2321.6,1.78,803.5
100357,1,SKU_0476,3,2465.53,330.52,1579.54
100357,2,SKU_0435,2,803.85,1.7,288.92
100357,3,SKU_0182,1,754.45,0.0,138.91
100358,1,SKU_0052,2,1168.61,0.0,431.55
100359,1,SKU_0004,1,3224.82,121.75,592.47
100359,2,SKU_0154,2,2358.84,0.0,785.6
100359,3,SKU_0225,3,1920.43,0.0,1180.06
100359,4,SKU_0003,2,3881.69,0.0,1330.44
100360,1,SKU_0069,2,903.73,0.0,306.58
100361,1,SKU_0486,2,2641.6,0.0,978.8
100361,2,SKU_0282,2,3192.4,0.0,1309.3
100362,1,SKU_0257,3,547.95,69.45,275.98
100362,2,SKU_0491,1,2141.39,0.0,406.86
100362,3,SKU_0393,3,2725.36,0.0,1518.95
100362,4,SKU_0306,3,1627.04,0.0,923.29
100363,1,SKU_0127,3,3045.07,0.0,1615.73
100363,2,SKU_0059,2,2655.95,99.3,913.14
100363,3,SKU_0362,1,3939.68,0.0,674.95
100363,4,SKU_0438,3,3880.18,0.0,1954.89
100364,1,SKU_0141,1,2278.7,0.0,377.02
100365,1,SKU_0195,2,1287.58,0.0,446.29
100366,1,SKU_0246,1,1476.53,0.0,245.99
100366,2,SKU_0187,2,4393.36,0.0,1574.5
100366,3,SKU_0025,1,1389.23,0.0,239.95
100366,4,SKU_0242,2,1152.08,0.0,403.54
100367,1,SKU_0187,2,3195.84,0.0,1284.59
100367,2,SKU_0395,1,4280.13,0.0,875.61
100367,3,SKU_0302,3,4749.12,0.0,2459.12
100367,4,SKU_0197,1,1632.34,0.0,265.19
100368,1,SKU_0099,3,2134.87,0.0,1140.59
100368,2,SKU_0243,1,1371.54,0.0,235.22
100369,1,SKU_0457,3,1355.69,182.09,804.43
100369,2,SKU_0061,2,1264.81,0.0,430.08
100369,3,SKU_0141,3,2316.25,0.0,1443.0
100370,1,SKU_0380,2,4718.46,0.0,1603.63
100370,2,SKU_0385,3,3726.0,435.81,2195.73
100371,1,SKU_0095,1,1657.63,0.0,352.66
100371,2,SKU_0405,3,568.28,0.0,303.81
100372,1,SKU_0152,3,1226.54,0.0,598.81
100372,2,SKU_0122,2,1295.69,0.0,558.79
100373,1,SKU_0448,1,3977.95,0.0,764.07
100373,2,SKU_0001,3,151.85,0.0,81.76
100373,3,SKU_0485,3,910.44,0.0,503.93
100374,1,SKU_0167,1,4651.07,0.0,805.36
100374,2,SKU_0495,2,628.14,0.0,255.47
100374,3,SKU_0353,2,5345.22,0.0,2234.42
100375,1,SKU_0167,2,3682.18,348.23,1247.07
100375,2,SKU_0119,3,832.5,46.67,413.64
100376,1,SKU_0236,1,2650.56,70.84,574.11
100376,2,SKU_0093,3,541.15,0.0,339.38
100377,1,SKU_0036,1,1834.84,68.25,304.61
100377,2,SKU_0270,1,3671.39,0.0,670.66
100378,1,SKU_0057,1,5217.8,0.0,876.23
100379,1,SKU_0138,1,685.9,0.0,149.15
100380,1,SKU_0278,3,3338.78,0.0,1724.21
100381,1,SKU_0389,3,621.02,0.0,335.17
100381,2,SKU_0080,1,1500.83,0.0,242.04
100381,3,SKU_0023,1,2980.36,46.75,502.22
100381,4,SKU_0468,1,1055.97,0.0,191.34
100382,1,SKU_0116,3,2522.28,0.0,1433.99
100382,2,SKU_0057,1,3621.89,0.0,596.08
100382,3,SKU_0171,1,1903.42,0.0,406.83
100383,1,SKU_0092,2,3274.38,294.9,1106.83
100383,2,SKU_0342,3,1984.61,0.0,1265.33
100384,1,SKU_0470,2,4297.2,0.0,1781.89
100384,2,SKU_0442,1,5021.55,0.0,921.13
100384,3,SKU_0370,2,550.34,10.23,239.48
100385,1,SKU_0075,1,640.89,13.13,116.1
100385,2,SKU_0254,2,3874.96,0.0,1304.26
100385,3,SKU_0484,3,5023.98,289.38,2898.71
100386,1,SKU_0273,3,448.15,26.47,257.62
100386,2,SKU_0398,3,4293.36,0.0,2242.57
100386,3,SKU_0002,1,1382.35,4.54,300.6
100386,4,SKU_0472,1,1610.35,0.0,286.13
100387,1,SKU_0428,3,4824.59,0.0,2498.81
100387,2,SKU_0115,1,3992.43,0.0,729.21
100388,1,SKU_0357,2,3016.23,0.0,1137.78
100389,1,SKU_0016,1,2455.98,0.0,394.8
100389,2,SKU_0426,2,296.24,0.0,121.39
100390,1,SKU_0241,2,681.13,0.0,241.4
100390,2,SKU_0080,1,2351.59,0.0,447.27
100390,3,SKU_0006,2,3382.5,345.29,1307.33
100391,1,SKU_0471,3,2103.2,224.08,1362.16
100391,2,SKU_0140,1,2930.99,0.0,599.65
100391,3,SKU_0206,3,2219.79,0.0,1391.77
100392,1,SKU_0245,2,1556.38,95.17,528.83
100392,2,SKU_0412,2,2210.43,0.0,735.03
100392,3,SKU_0186,3,4117.6,0.0,2185.61
100392,4,SKU_0278,1,2205.51,0.0,377.73
100393,1,SKU_0327,1,2571.33,0.0,498.39
100393,2,SKU_0405,2,442.78,0.0,142.14
100394,1,SKU_0385,2,4925.97,0.0,2020.74
100394,2,SKU_0372,2,2224.89,0.0,800.42
100394,3,SKU_0460,3,1593.49,0.0,771.67
100395,1,SKU_0245,3,1720.24,0.0,872.64
100395,2,SKU_0238,1,1928.05,0.0,410.8
100395,3,SKU_0414,3,4623.4,0.0,3045.97
100395,4,SKU_0257,3,564.16,0.0,316.24
100396,1,SKU_0174,2,3380.49,434.17,1097.99
100396,2,SKU_0365,3,1181.63,0.0,770.95
100397,1,SKU_0050,1,2325.33,0.0,441.66
100397,2,SKU_0233,2,3119.83,0.0,1103.22
100397,3,SKU_0187,2,2792.45,75.88,980.02
100397,4,SKU_0243,2,1534.4,0.0,664.06
100398,1,SKU_0021,2,965.88,0.0,360.18
100398,2,SKU_0263,3,5575.02,313.12,3183.72
100398,3,SKU_0135,3,2462.37,0.0,1510.39
100398,4,SKU_0126,3,191.79,0.0,102.09
100399,1,SKU_0292,2,4881.02,164.08,1953.86
100399,2,SKU_0179,2,1818.06,146.4,605.59
100400,1,SKU_0375,1,201.47,27.96,34.65
100400,2,SKU_0169,1,4241.75,634.0,732.8
100401,1,SKU_0059,2,2057.28,168.66,694.25
100401,2,SKU_0110,2,3544.92,525.27,1160.92
100401,3,SKU_0414,2,4928.01,0.0,1608.94
100401,4,SKU_0445,1,593.1,0.0,103.87
100402,1,SKU_0043,1,442.38,0.0,93.97
100402,2,SKU_0232,2,3125.09,0.0,1069.06
100403,1,SKU_0048,2,702.51,0.0,241.55
100404,1,SKU_0247,2,654.77,77.2,237.4
100404,2,SKU_0355,3,2732.88,0.0,1350.06
100404,3,SKU_0342,3,2351.95,0.0,1134.94
100404,4,SKU_0460,2,1953.65,0.0,651.8
100405,1,SKU_0135,3,3622.33,0.0,2152.29
100405,2,SKU_0328,3,3194.23,0.0,1774.82
100405,3,SKU_0280,1,1183.74,0.0,257.04
100405,4,SKU_0498,3,1261.55,0.0,609.22
100406,1,SKU_0258,1,2952.12,287.7,545.68
100406,2,SKU_0181,2,3048.08,0.0,1016.86
100406,3,SKU_0091,2,3898.25,0.0,1501.34
100407,1,SKU_0146,3,3772.74,0.0,2287.7
100407,2,SKU_0481,1,1110.1,0.0,183.59
100407,3,SKU_0009,3,4731.1,0.0,2810.44
100407,4,SKU_0258,3,3101.96,311.01,1607.24
100408,1,SKU_0283,2,1983.14,0.0,718.04
100408,2,SKU_0407,2,2709.11,333.57,869.39
100408,3,SKU_0192,1,175.0,0.0,31.23
100408,4,SKU_0463,2,2618.89,2.63,848.31
100409,1,SKU_0079,2,5429.98,0.0,1955.94
100410,1,SKU_0124,3,5497.63,159.68,3458.77
100410,2,SKU_0411,3,321.09,45.31,210.61
100410,3,SKU_0089,2,3389.07,263.45,1178.44
